station_id,name,state,address,latitude,longitude,brand,indoor_outdoor,local_authority,power_kw,price_per_kwh,pile_label,connector_type,operational_state,source_name,source_url,source_record_id,data_as,source_status,data_type
mevnet-4389,PROTON EMAS ALOR SETAR (RAHMAT JUTAMAS),KEDAH,"PROTON EMAS ALOR SETAR (RAHMAT JUTAMAS), Majlis Bandaraya Alor Setar, KEDAH",6.13810852,100.3577033,JomCharge,Outdoor,Majlis Bandaraya Alor Setar,120,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4389,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-2951,PUREST HOTEL SUNGAI PETANI,KEDAH,"PUREST HOTEL SUNGAI PETANI, Majlis Perbandaran Sungai Petani, KEDAH",5.6146358,100.4820171,ChargeSini,Outdoor,Majlis Perbandaran Sungai Petani,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2951,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-2885,KULIM HI-TECH PARK,KEDAH,"KULIM HI-TECH PARK, PBT Taman Perindustrian Hi-Tech Kulim, KEDAH",5.42369942,100.5845866,Others,Outdoor,PBT Taman Perindustrian Hi-Tech Kulim,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2885,28-Jun-24,Existing,simulated_pile_assignment_prototype
mevnet-2901,STARCITY HOTEL,KEDAH,"STARCITY HOTEL, Majlis Bandaraya Alor Setar, KEDAH",6.124576,100.3641783,Others,Indoor,Majlis Bandaraya Alor Setar,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2901,28-Jun-24,Existing,simulated_pile_assignment_prototype
mevnet-3602,ROYAL KEDAH GOLF CLUB,KEDAH,"ROYAL KEDAH GOLF CLUB, Majlis Bandaraya Alor Setar, KEDAH",6.15055355,100.3707016,Others,Outdoor,Majlis Bandaraya Alor Setar,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3602,5-Jul-23,Existing,simulated_pile_assignment_prototype
mevnet-3751,RITZ CARLTON LANGKAWI,KEDAH,"RITZ CARLTON LANGKAWI, Majlis Perbandaran Langkawi Bandaraya Pelancongan, KEDAH",6.35896573,99.69530924,Flexi Parking,Outdoor,Majlis Perbandaran Langkawi Bandaraya Pelancongan,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3751,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-3848,CINTA SAYANG,KEDAH,"CINTA SAYANG, Majlis Perbandaran Sungai Petani, KEDAH",5.65900446,100.5188901,ChargeSini,Outdoor,Majlis Perbandaran Sungai Petani,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3848,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-3888,GUO YEAN RESTORAN,KEDAH,"GUO YEAN RESTORAN, Majlis Bandaraya Alor Setar, KEDAH",6.10379697,100.3721571,Others,Outdoor,Majlis Bandaraya Alor Setar,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3888,31-Aug-24,Existing,simulated_pile_assignment_prototype
mevnet-4420,SCHOTT GLASS (MALAYSIA) SDN BHD,KEDAH,"SCHOTT GLASS (MALAYSIA) SDN BHD, Majlis Perbandaran Kulim, KEDAH",5.44349517,100.561642,Others,Outdoor,Majlis Perbandaran Kulim,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4420,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-2784,PERMAIPURA GOLF & COUNTRY CLUB,KEDAH,"PERMAIPURA GOLF & COUNTRY CLUB, Majlis Perbandaran Sungai Petani, KEDAH",5.7279534,100.5274658,ChargeSini,Outdoor,Majlis Perbandaran Sungai Petani,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2784,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-4206,PETRONAS PADANG TEMBAK,KELANTAN,"PETRONAS PADANG TEMBAK, Majlis Perbandaran Kota Bahru Bandaraya Islam, KELANTAN",6.14957158,102.2903937,Gentari,Outdoor,Majlis Perbandaran Kota Bahru Bandaraya Islam,120,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4206,31-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-4334,G ORANGE MALL GUA MUSANG,KELANTAN,"G ORANGE MALL GUA MUSANG, Majlis Daerah Gua Musang, KELANTAN",4.89231992,101.9758624,Gentari,Outdoor,Majlis Daerah Gua Musang,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4334,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-2177,PERDANA KOTA BHARU,KELANTAN,"PERDANA KOTA BHARU, Majlis Perbandaran Kota Bahru Bandaraya Islam, KELANTAN",6.1209931,102.2416227,Gentari,Outdoor,Majlis Perbandaran Kota Bahru Bandaraya Islam,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2177,5-Jul-23,Existing,simulated_pile_assignment_prototype
mevnet-2211,Petron Selising,KELANTAN,"Petron Selising, Majlis Daerah Pasir Puteh, KELANTAN",5.909764,102.3264015,TNBX (GoToU),Outdoor,Majlis Daerah Pasir Puteh,120,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2211,31-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-2239,HENTIAN GUA MUSANG,KELANTAN,"HENTIAN GUA MUSANG, Majlis Daerah Gua Musang, KELANTAN",4.8266134,101.9629989,Others,Outdoor,Majlis Daerah Gua Musang,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2239,28-Jun-24,Existing,simulated_pile_assignment_prototype
mevnet-3339,BMW RAZA PREMIUM KOTA BHARU,KELANTAN,"BMW RAZA PREMIUM KOTA BHARU, Majlis Perbandaran Kota Bahru Bandaraya Islam, KELANTAN",6.11639659,102.2427505,BMW,Outdoor,Majlis Perbandaran Kota Bahru Bandaraya Islam,120,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3339,5-Jul-23,Existing,simulated_pile_assignment_prototype
mevnet-3772,"PROTON JM OTOMOBIL INOVATIF, KELANTAN",KELANTAN,"PROTON JM OTOMOBIL INOVATIF, KELANTAN, Majlis Perbandaran Kota Bahru Bandaraya Islam, KELANTAN",6.10730694,102.2824954,Gentari,Outdoor,Majlis Perbandaran Kota Bahru Bandaraya Islam,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3772,31-Dec-23,Existing,simulated_pile_assignment_prototype
mevnet-3928,MYDIN KUBANG KERIAN,KELANTAN,"MYDIN KUBANG KERIAN, Majlis Perbandaran Kota Bahru Bandaraya Islam, KELANTAN",6.09799931,102.2778088,ChargeSini,Outdoor,Majlis Perbandaran Kota Bahru Bandaraya Islam,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3928,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-4023,AEON MALL KOTA BHARU,KELANTAN,"AEON MALL KOTA BHARU, Majlis Perbandaran Kota Bahru Bandaraya Islam, KELANTAN",6.11007794,102.2307727,TNBX (GoToU),Outdoor,Majlis Perbandaran Kota Bahru Bandaraya Islam,120,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4023,31-Aug-24,Existing,simulated_pile_assignment_prototype
mevnet-4097,TROIKA KOTA BHARU,KELANTAN,"TROIKA KOTA BHARU, Majlis Perbandaran Kota Bahru Bandaraya Islam, KELANTAN",6.12097328,102.240754,Others,Indoor,Majlis Perbandaran Kota Bahru Bandaraya Islam,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4097,31-Aug-24,Existing,simulated_pile_assignment_prototype
mevnet-3584,EVPOWER CHARGING HUB MELAKA (EVPOWER SDN BHD),MELAKA,"EVPOWER CHARGING HUB MELAKA (EVPOWER SDN BHD), Majlis Bandaraya Melaka Bersejarah, MELAKA",2.20857074,102.2429386,Others,Outdoor,Majlis Bandaraya Melaka Bersejarah,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3584,27-Sep-24,Existing,simulated_pile_assignment_prototype
mevnet-3347,HOLIDAY INN,MELAKA,"HOLIDAY INN, Majlis Bandaraya Melaka Bersejarah, MELAKA",2.18708381,102.2476145,BMW,Indoor & Outdoor,Majlis Bandaraya Melaka Bersejarah,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3347,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-3672,THE PINES MELAKA,MELAKA,"THE PINES MELAKA, Majlis Bandaraya Melaka Bersejarah, MELAKA",2.20475367,102.2517863,Flexi Parking,Indoor & Outdoor,Majlis Bandaraya Melaka Bersejarah,120,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3672,31-Dec-23,Existing,simulated_pile_assignment_prototype
mevnet-3098,ELEMENTX MALL,MELAKA,"ELEMENTX MALL, Majlis Bandaraya Melaka Bersejarah, MELAKA",2.1826318,102.2627254,Others,Indoor,Majlis Bandaraya Melaka Bersejarah,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3098,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-3119,ORIENTAL MELAKA STRAITS MEDICAL CENTRE,MELAKA,"ORIENTAL MELAKA STRAITS MEDICAL CENTRE, Majlis Bandaraya Melaka Bersejarah, MELAKA",2.2079425,102.2139633,ChargeSini,Outdoor,Majlis Bandaraya Melaka Bersejarah,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3119,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-3077,FREEPORT A'FAMOSA OUTLET,MELAKA,"FREEPORT A'FAMOSA OUTLET, Majlis Perbandaran Alor Gajah, MELAKA",2.4434436,102.2045849,Others,Outdoor,Majlis Perbandaran Alor Gajah,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3077,31-Dec-23,Existing,simulated_pile_assignment_prototype
mevnet-3094,AEON MELAKA SHOPING CENTRE,MELAKA,"AEON MELAKA SHOPING CENTRE, Majlis Perbandaran Hang Tuah Jaya, MELAKA",2.2342296,102.282382,chargEV,Outdoor,Majlis Perbandaran Hang Tuah Jaya,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3094,31-Dec-24,Existing,simulated_pile_assignment_prototype
mevnet-3327,SWAN GARDEN HOTEL,MELAKA,"SWAN GARDEN HOTEL, Majlis Bandaraya Melaka Bersejarah, MELAKA",2.19383971,102.237278,ChargeSini,Outdoor,Majlis Bandaraya Melaka Bersejarah,120,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3327,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-3719,"MARVELUX HOTEL, MELAKA",MELAKA,"MARVELUX HOTEL, MELAKA, Majlis Bandaraya Melaka Bersejarah, MELAKA",2.19754909,102.2333877,JomCharge,Outdoor,Majlis Bandaraya Melaka Bersejarah,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3719,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-4330,ECO TREE HOTEL,MELAKA,"ECO TREE HOTEL, Majlis Bandaraya Melaka Bersejarah, MELAKA",2.18717375,102.2557796,Others,Outdoor,Majlis Bandaraya Melaka Bersejarah,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4330,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-3009,Lexis Hibiscus Port Dickson,NEGERI SEMBILAN,"Lexis Hibiscus Port Dickson, Majlis Perbandaran Port Dickson, NEGERI SEMBILAN",2.4184919,101.8738791,Others,Indoor,Majlis Perbandaran Port Dickson,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3009,31-Aug-24,Existing,simulated_pile_assignment_prototype
mevnet-3017,AEON MALL NILAI,NEGERI SEMBILAN,"AEON MALL NILAI, Majlis Bandaraya Seremban, NEGERI SEMBILAN",2.8179042,101.7898774,chargEV,Indoor & Outdoor,Majlis Bandaraya Seremban,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3017,31-Dec-24,Existing,simulated_pile_assignment_prototype
mevnet-3655,SEREMBAN GATEWAY,NEGERI SEMBILAN,"SEREMBAN GATEWAY, Majlis Bandaraya Seremban, NEGERI SEMBILAN",2.71693103,101.9201361,ChargeSini,Outdoor,Majlis Bandaraya Seremban,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3655,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-3996,SENAWANG SOUTH BOUND LAYBY,NEGERI SEMBILAN,"SENAWANG SOUTH BOUND LAYBY, Majlis Bandaraya Seremban, NEGERI SEMBILAN",2.64046207,101.9955028,JomCharge,Outdoor,Majlis Bandaraya Seremban,120,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3996,28-Jun-24,Existing,simulated_pile_assignment_prototype
mevnet-4208,XPARK SENDAYAN,NEGERI SEMBILAN,"XPARK SENDAYAN, Majlis Bandaraya Seremban, NEGERI SEMBILAN",2.67635314,101.8637563,Gentari,Outdoor,Majlis Bandaraya Seremban,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4208,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-4232,GROUP MRMS,NEGERI SEMBILAN,"GROUP MRMS, Majlis Bandaraya Seremban, NEGERI SEMBILAN",2.81401778,101.7926332,Others,Outdoor,Majlis Bandaraya Seremban,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4232,31-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-2956,PALM MALL,NEGERI SEMBILAN,"PALM MALL, Majlis Bandaraya Seremban, NEGERI SEMBILAN",2.7198558,101.9229003,ParkEasy,Indoor,Majlis Bandaraya Seremban,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2956,30-Oct-23,Existing,simulated_pile_assignment_prototype
mevnet-2999,D'WHARF HOTEL & SERVICED RESIDENCE,NEGERI SEMBILAN,"D'WHARF HOTEL & SERVICED RESIDENCE, Majlis Perbandaran Port Dickson, NEGERI SEMBILAN",2.5219434,101.7994105,chargEV,Outdoor,Majlis Perbandaran Port Dickson,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2999,6-Mar-23,Existing,simulated_pile_assignment_prototype
mevnet-3028,KOTA SERIEMAS GOLF & COUNTRY CLUB,NEGERI SEMBILAN,"KOTA SERIEMAS GOLF & COUNTRY CLUB, Majlis Bandaraya Seremban, NEGERI SEMBILAN",2.7778711,101.76549,Gentari,Outdoor,Majlis Bandaraya Seremban,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3028,31-Dec-23,Existing,simulated_pile_assignment_prototype
mevnet-3771,"VILLEA PORT DICKSON, NEGERI SEMBILAN",NEGERI SEMBILAN,"VILLEA PORT DICKSON, NEGERI SEMBILAN, Majlis Perbandaran Port Dickson, NEGERI SEMBILAN",2.41280037,101.8558335,Gentari,Outdoor,Majlis Perbandaran Port Dickson,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3771,31-Dec-23,Existing,simulated_pile_assignment_prototype
mevnet-3544,GENTING PREMIUM OUTLET,PAHANG,"GENTING PREMIUM OUTLET, Majlis Perbandaran Bentong, PAHANG",3.42398579,101.7932204,Schneider,Indoor,Majlis Perbandaran Bentong,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3544,15-Mar-23,Existing,simulated_pile_assignment_prototype
mevnet-3281,KUANTAN CITY COUNCIL,PAHANG,"KUANTAN CITY COUNCIL, Majlis Bandaraya Kuantan, PAHANG",3.7975265,103.3220293,ChargeSini,Outdoor,Majlis Bandaraya Kuantan,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3281,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-3277,TELUK CEMPEDAK BEACH,PAHANG,"TELUK CEMPEDAK BEACH, Majlis Bandaraya Kuantan, PAHANG",3.81222999,103.3720286,JomCharge,Outdoor,Majlis Bandaraya Kuantan,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3277,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-3294,ZENITH KUANTAN,PAHANG,"ZENITH KUANTAN, Majlis Bandaraya Kuantan, PAHANG",3.8195488,103.3259658,ChargeSini,Indoor,Majlis Bandaraya Kuantan,120,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3294,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-3877,PAHANG TECHNOLOGY PARK,PAHANG,"PAHANG TECHNOLOGY PARK, Majlis Bandaraya Kuantan, PAHANG",3.74579776,103.1252906,Gentari,Outdoor,Majlis Bandaraya Kuantan,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3877,15-Mar-24,Existing,simulated_pile_assignment_prototype
mevnet-4050,STATION GOHTONG JAYA- EI,PAHANG,"STATION GOHTONG JAYA- EI, Majlis Perbandaran Bentong, PAHANG",3.39589255,101.7693264,Others,Outdoor,Majlis Perbandaran Bentong,120,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4050,31-Aug-24,Existing,simulated_pile_assignment_prototype
